"","ch_in","business_lat","business_long","WE","Quarter","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","TOBS_1","TOBS_2","TOBS_3","TOBS_4"
"14269",1,36.147496,-115.2980657,0,"Q1",0,0,0,185,68.6666666666667,106,122,83,22,39
"16710",0,36.147496,-115.2980657,0,"Q3",7.45454545454545,0,0,387,281.333333333333,317,333,339,339,294
"16765",0,36.147496,-115.2980657,1,"Q3",0,0,0,383.333333333333,285.333333333333,294,317,294,322,361
"19921",0,36.147496,-115.2980657,1,"Q2",0,0,0,431.333333333333,320.333333333333,361,367,378,333,344
"20662",0,36.147496,-115.2980657,1,"Q3",0,0,0,351.666666666667,190.666666666667,256,250,272,289,267
"23261",1,36.147496,-115.2980657,1,"Q3",0,0,0,387,278,294,294,306,306,328
"5276",0,36.0975350381,-115.2979779755,0,"Q2",0,0,0,329.666666666667,217,233,233,228,222,211
"5335",0,36.0975350381,-115.2979779755,0,"Q2",0,0,0,304,196,222,211,189,228,217
"5350",0,36.0975350381,-115.2979779755,1,"Q2",0,0,0,287,172,211,189,228,217,244
"5494",0,36.0975350381,-115.2979779755,1,"Q2",0,0,0,363,218.666666666667,261,278,278,300,272
"5721",0,36.0975350381,-115.2979779755,1,"Q2",0,0,0,238.666666666667,111.333333333333,167,194,228,261,261
"5929",0,36.0975350381,-115.2979779755,0,"Q2",0,0,0,377.666666666667,224,278,256,239,267,306
"6405",0,36.0975350381,-115.2979779755,0,"Q3",0,0,0,409.333333333333,250,322,317,233,306,317
"6562",0,36.0975350381,-115.2979779755,0,"Q3",0,0,0,446.333333333333,296.333333333333,356,378,361,317,261
"6883",0,36.0975350381,-115.2979779755,1,"Q3",0,0,0,418.333333333333,225.666666666667,306,328,267,244,283
"7357",0,36.0975350381,-115.2979779755,0,"Q3",0,0,0,370.333333333333,237,289,311,300,294,328
"10316",0,36.0975350381,-115.2979779755,0,"Q2",0,0,0,251.666666666667,83.3333333333333,156,167,250,222,144
"10770",0,36.0975350381,-115.2979779755,1,"Q2",0.727272727272727,0,0,318.666666666667,181.333333333333,239,211,217,267,228
"11069",0,36.0975350381,-115.2979779755,0,"Q2",0,0,0,418.333333333333,257.333333333333,317,322,356,317,267
"11618",0,36.0975350381,-115.2979779755,0,"Q3",2.18181818181818,0,0,342.666666666667,270.333333333333,278,283,317,328,333
"18825",1,36.0975350381,-115.2979779755,0,"Q1",0,0,0,229.666666666667,92.6666666666667,117,122,117,50,61
"29142",0,36.0763561,-115.2979663,1,"Q4",0,0,0,226,124,139,144,111,100,122
"24516",0,36.124693,-115.297912,1,"Q4",0,0,0,176,59.6666666666667,94,89,78,83,139
"25814",0,36.124693,-115.297912,0,"Q2",0,0,0,329.666666666667,215,250,278,244,272,289
"26006",1,36.124693,-115.297912,1,"Q2",0,0,0,435,268.666666666667,333,361,367,372,344
"26440",0,36.124693,-115.297912,0,"Q3",0,0,0,359.333333333333,263,278,278,306,317,311
"27602",0,36.124693,-115.297912,0,"Q1",0,0,0,251.666666666667,96.6666666666667,133,139,89,139,156
"28140",0,36.124693,-115.297912,0,"Q2",0,0,0,350,207.333333333333,239,194,183,172,106
"441",0,36.089771,-115.297907,0,"Q4",0,0,0,156,59.3333333333333,67,67,111,83,78
"1869",0,36.089771,-115.297907,1,"Q3",0,0,0,404,259.333333333333,333,322,339,294,322
"3346",0,36.089771,-115.297907,0,"Q4",0,0,0,152,20.3333333333333,44,39,33,50,39
"3939",0,36.089771,-115.297907,1,"Q1",0,0,0,177.666666666667,25.6666666666667,61,78,56,128,89
"4262",0,36.089771,-115.297907,0,"Q1",0,0,0,187,53.6666666666667,89,156,72,72,94
"4926",0,36.089771,-115.297907,0,"Q2",0,0,0,206,90.6666666666667,128,78,106,156,161
"6998",0,36.089771,-115.297907,0,"Q3",0,0,0,411.333333333333,279.666666666667,333,339,333,322,339
"7521",0,36.089771,-115.297907,1,"Q3",0,0,0,381.333333333333,220.666666666667,278,317,311,311,317
"15567",0,36.089771,-115.297907,1,"Q2",0,0,0,246,101.666666666667,172,194,172,200,194
"15582",0,36.089771,-115.297907,0,"Q2",0,0,0,257.666666666667,137,194,172,200,194,239
"24117",1,36.089771,-115.297907,0,"Q4",0,0,0,277.666666666667,146.333333333333,222,144,150,183,200
"25641",0,36.089771,-115.297907,0,"Q2",0,0,0,377.666666666667,211.333333333333,283,172,117,172,122
"3645",0,36.097616,-115.297818,0,"Q1",0,0,0,181.333333333333,40.6666666666667,72,94,67,50,50
"9003",0,36.097616,-115.297818,1,"Q1",0,0,0,163,9.33333333333333,39,44,44,67,106
"23858",1,36.0946251,-115.297747,0,"Q3",0,0,0,320.333333333333,181.666666666667,228,244,239,256,300
"26462",1,36.0946251,-115.297747,0,"Q3",0,0,0,401.666666666667,242.666666666667,317,311,322,267,311
"11563",0,36.1128904151,-115.2975437254,1,"Q3",2.63636363636364,0,0,405.666666666667,307.333333333333,350,322,322,344,339
"13340",0,36.1128904151,-115.2975437254,1,"Q4",0,0,0,196,74.3333333333333,128,100,117,111,122
"13723",0,36.1128904151,-115.2975437254,0,"Q4",0,0,0,187,55.6666666666667,83,50,78,39,83
"14920",1,36.1128904151,-115.2975437254,0,"Q1",0,0,0,250,96.3333333333333,194,172,161,128,83
"27791",0,36.0811779,-115.2970471,0,"Q1",0,0,0,155.666666666667,33.3333333333333,61,67,72,106,194
"27937",0,36.0811779,-115.2970471,0,"Q1",0,0,0,207.666666666667,98,111,150,167,183,239
"27945",0,36.0811779,-115.2970471,0,"Q1",0,0,0,265,92.6666666666667,150,167,183,239,200
"28721",0,36.0811779,-115.2970471,1,"Q3",0,0,0,435,305.666666666667,339,328,322,350,339
"1928",0,36.09514,-115.29689,1,"Q3",10.3333333333333,0,0,333.333333333333,237,233,311,322,317,300
"3902",0,36.09514,-115.29689,0,"Q1",0,0,0,172,81.6666666666667,94,33,61,78,56
"3982",1,36.09514,-115.29689,0,"Q1",0,0,0,185,67,56,128,89,39,44
"5784",0,36.09514,-115.29689,0,"Q2",0,0,0,363,204,261,294,328,306,306
"11335",0,36.09514,-115.29689,1,"Q2",0,0,0,378,229.666666666667,294,272,261,311,339
"4277",0,36.0957458,-115.2967171,1,"Q1",0,0,0,235,46,156,72,72,94,117
"4048",0,36.0977743,-115.2966684,1,"Q1",0,0,0,161,40.6666666666667,56,61,117,100,100
"11828",0,36.0977743,-115.2966684,0,"Q3",0,0,0,411.333333333333,276,278,294,261,317,322
"17197",0,36.0977743,-115.2966684,0,"Q3",17.1666666666667,0,0,338.666666666667,220.333333333333,228,283,283,294,283
"520",0,36.143856508,-115.2960613108,0,"Q4",0.214285714285714,0,0,31.3333333333333,-21.6666666666667,-28,-28,200,11,17
"593",0,36.143856508,-115.2960613108,1,"Q1",0,0,0,185,59.3333333333333,83,111,111,89,100
"752",0,36.143856508,-115.2960613108,1,"Q1",34.0833333333333,0,0,137,72.3333333333333,72,50,44,56,83
"814",0,36.143856508,-115.2960613108,0,"Q1",0,0,0,226,107.333333333333,117,106,106,144,106
"1143",1,36.143856508,-115.2960613108,0,"Q2",0,0,0,261.333333333333,105.666666666667,178,133,128,161,189
"6007",0,36.143856508,-115.2960613108,0,"Q2",0,0,0,401.666666666667,211,306,294,306,278,317
"6069",0,36.143856508,-115.2960613108,0,"Q2",0,0,0,374,237,278,317,339,300,300
"6339",0,36.143856508,-115.2960613108,0,"Q2",0,0,0,409.666666666667,274,322,317,311,322,317
"6726",0,36.143856508,-115.2960613108,0,"Q3",0,0,0,390.333333333333,254,306,333,339,333,328
"6847",0,36.143856508,-115.2960613108,0,"Q3",0,0,0,413,265,306,289,306,328,267
"7238",0,36.143856508,-115.2960613108,0,"Q3",12.2,0,0,383,257.333333333333,289,306,306,300,289
"7641",0,36.143856508,-115.2960613108,0,"Q3",0,0,0,350,196,244,256,283,267,256
"8095",0,36.143856508,-115.2960613108,1,"Q4",0,0,0,265,104,133,150,139,139,133
"8217",0,36.143856508,-115.2960613108,0,"Q4",0,0,0,250,157.333333333333,172,61,50,33,67
"8278",0,36.143856508,-115.2960613108,0,"Q4",0,0,0,181.333333333333,68.3333333333333,89,100,156,144,100
"11848",1,36.143856508,-115.2960613108,1,"Q3",0.666666666666667,0,0,337,259.333333333333,294,261,317,322,333
"14758",0,36.143856508,-115.2960613108,0,"Q1",0,0,0,190.666666666667,77.6666666666667,128,156,128,183,144
"26081",0,36.143856508,-115.2960613108,0,"Q2",0,0,0,416.666666666667,266.666666666667,328,322,367,328,328
"27334",1,36.143856508,-115.2960613108,0,"Q4",0,0,0,165,50.3333333333333,67,39,56,67,61
"29004",1,36.143856508,-115.2960613108,0,"Q4",5.125,0,0,318.666666666667,179.333333333333,183,211,200,183,183
"565",0,36.1145171608,-115.2955863655,1,"Q1",0,0,0,126,15,56,-11,33,33,83
"1010",0,36.1145171608,-115.2955863655,1,"Q1",0,0,0,189,81.6666666666667,111,144,161,133,189
"1110",0,36.1145171608,-115.2955863655,0,"Q2",1.28571428571429,0,0,137,61.3333333333333,61,56,100,128,178
"1202",0,36.1145171608,-115.2955863655,0,"Q2",0,0,0,266.666666666667,135,183,178,194,194,156
"1276",0,36.1145171608,-115.2955863655,0,"Q2",0,0,0,309.333333333333,154,178,217,261,233,144
"1325",0,36.1145171608,-115.2955863655,0,"Q2",0,0,0,276,124,189,206,250,200,122
"1780",0,36.1145171608,-115.2955863655,0,"Q3",13.5833333333333,0,0,387,251.666666666667,294,283,272,278,283
"2621",0,36.1145171608,-115.2955863655,1,"Q4",1.66666666666667,0,0,346.333333333333,209.333333333333,256,194,167,117,94
"3512",0,36.1145171608,-115.2955863655,1,"Q4",0,0,0,156,2,28,33,22,22,61
"4129",0,36.1145171608,-115.2955863655,0,"Q1",0,0,0,161,72.3333333333333,72,44,61,94,67
"5355",0,36.1145171608,-115.2955863655,1,"Q2",0,0,0,287,172,211,189,228,217,244
"5725",0,36.1145171608,-115.2955863655,1,"Q2",0,0,0,238.666666666667,111.333333333333,167,194,228,261,261
"5932",0,36.1145171608,-115.2955863655,0,"Q2",0,0,0,377.666666666667,224,278,256,239,267,306
"6223",0,36.1145171608,-115.2955863655,1,"Q2",0,0,0,379.666666666667,242.333333333333,289,306,283,278,311
"6624",0,36.1145171608,-115.2955863655,0,"Q3",6.23076923076923,0,0,317,233.333333333333,261,278,256,272,278
"7170",0,36.1145171608,-115.2955863655,1,"Q3",8.36363636363636,0,0,426,287.333333333333,344,339,311,344,322
"7298",0,36.1145171608,-115.2955863655,0,"Q3",0.5,0,0,383,266.666666666667,300,289,206,256,289
"7428",0,36.1145171608,-115.2955863655,0,"Q3",0,0,0,396.333333333333,251.666666666667,294,328,317,300,306
"8032",0,36.1145171608,-115.2955863655,0,"Q4",0,0,0,228,144.333333333333,161,133,144,106,122
"9437",0,36.1145171608,-115.2955863655,1,"Q1",0,0,0,222.333333333333,37,128,61,83,39,22
"9540",0,36.1145171608,-115.2955863655,1,"Q1",0,0,0,133.333333333333,44.3333333333333,39,33,61,44,72
"10233",0,36.1145171608,-115.2955863655,1,"Q2",0,0,0,311,150,222,189,139,100,111
"10940",0,36.1145171608,-115.2955863655,0,"Q2",0,0,0,372.333333333333,216.666666666667,289,278,261,317,294
"11960",0,36.1145171608,-115.2955863655,1,"Q3",0,0,0,405.666666666667,235.333333333333,294,311,322,317,294
"16898",0,36.1145171608,-115.2955863655,0,"Q3",34.6153846153846,0,0,361.333333333333,259.666666666667,272,306,306,344,339
"25088",0,36.1145171608,-115.2955863655,0,"Q1",0.454545454545455,0,0,161,68.6666666666667,61,56,83,133,161
"28839",0,36.1145171608,-115.2955863655,0,"Q3",0,0,0,375.666666666667,248.333333333333,267,294,311,283,289
"22296",0,36.0844285309,-115.2941453955,0,"Q1",0,0,0,277.666666666667,172.333333333333,167,122,106,133,178
"25540",0,36.0844534623,-115.293973451,1,"Q2",0,0,0,287,155.666666666667,194,217,194,156,211
"26029",1,36.0844534623,-115.293973451,0,"Q2",0,0,0,474,301.666666666667,372,344,372,356,372
"28585",1,36.0844534623,-115.293973451,0,"Q3",0,0,0,374,288.666666666667,300,289,306,278,344
"552",0,36.0842933813,-115.293878168,0,"Q1",0,0,0,129.666666666667,15,39,28,56,-11,33
"2288",0,36.0842933813,-115.293878168,1,"Q3",0,0,0,405.666666666667,250,306,250,272,267,272
"2327",0,36.0842933813,-115.293878168,0,"Q3",0,0,0,385,242.666666666667,267,272,278,222,222
"2391",1,36.0842933813,-115.293878168,0,"Q3",6,0,0,324,203.666666666667,244,206,189,217,250
"2619",0,36.0842933813,-115.293878168,1,"Q4",1.66666666666667,0,0,346.333333333333,209.333333333333,256,194,167,117,94
"2893",0,36.0842933813,-115.293878168,0,"Q4",0,0,0,300,187,200,128,94,111,117
"3019",0,36.0842933813,-115.293878168,1,"Q4",1.08333333333333,0,0,126,31.3333333333333,61,50,39,61,89
"3709",0,36.0842933813,-115.293878168,0,"Q1",0,0,0,165,42.3333333333333,39,11,28,33,122
"3917",0,36.0842933813,-115.293878168,1,"Q1",0,0,0,159.333333333333,43,33,61,78,56,128
"3938",0,36.0842933813,-115.293878168,1,"Q1",0,0,0,177.666666666667,25.6666666666667,61,78,56,128,89
"5139",1,36.0842933813,-115.293878168,0,"Q2",0,0,0,333,198,261,217,161,194,206
"6061",0,36.0842933813,-115.293878168,0,"Q2",0,0,0,374,237,278,317,339,300,300
"6502",0,36.0842933813,-115.293878168,1,"Q3",0,0,0,413,261.333333333333,333,339,356,378,361
"7310",0,36.0842933813,-115.293878168,0,"Q3",17.8181818181818,0,0,388.666666666667,274.333333333333,289,206,256,289,311
"7443",0,36.0842933813,-115.293878168,0,"Q3",0,0,0,409.666666666667,253.666666666667,328,317,300,306,261
"9070",0,36.0842933813,-115.293878168,0,"Q1",0,0,0,168.666666666667,49.6666666666667,106,106,111,94,78
"9323",0,36.0842933813,-115.293878168,1,"Q1",0,0,0,118.666666666667,44.3333333333333,50,56,44,44,67
"9343",0,36.0842933813,-115.293878168,1,"Q1",0,0,0,124.333333333333,33,56,44,44,67,111
"9632",0,36.0842933813,-115.293878168,1,"Q1",0,0,0,252,149.666666666667,150,106,144,122,100
"10851",0,36.0842933813,-115.293878168,0,"Q2",0,0,0,333.333333333333,168.666666666667,244,244,233,244,250
"11474",0,36.0842933813,-115.293878168,1,"Q2",0,0,0,472,315,383,367,383,378,356
"12857",0,36.0842933813,-115.293878168,0,"Q4",8.25,0,0,192.333333333333,104,122,139,194,167,122
"15073",0,36.0842933813,-115.293878168,1,"Q1",0,0,0,263.333333333333,107.333333333333,156,144,183,122,122
"16299",0,36.0842933813,-115.293878168,1,"Q2",0,0,0,364.666666666667,229.333333333333,267,250,244,239,272
"16792",1,36.0842933813,-115.293878168,0,"Q3",0,0,0,401.666666666667,272.333333333333,294,322,361,361,344
"17250",0,36.0842933813,-115.293878168,1,"Q3",0,0,0,378,224,294,283,256,278,294
"17666",0,36.0842933813,-115.293878168,1,"Q4",0,0,0,333.333333333333,170.666666666667,217,222,233,211,239
"18121",0,36.0842933813,-115.293878168,0,"Q4",0,0,0,179.333333333333,57.3333333333333,72,106,178,128,100
"18920",1,36.0842933813,-115.293878168,0,"Q1",74.25,0,0,144.333333333333,64.6666666666667,72,83,67,78,94
"24738",1,36.0842933813,-115.293878168,0,"Q1",0.8,0,0,190.666666666667,70.6666666666667,122,122,117,89,72
"25722",0,36.0842933813,-115.293878168,1,"Q2",0,0,0,296,157.333333333333,194,156,178,150,128
"26207",0,36.0842933813,-115.293878168,1,"Q3",0,0,0,457.666666666667,307.666666666667,367,328,333,344,289
"26260",0,36.0842933813,-115.293878168,1,"Q3",0,0,0,435,305.666666666667,333,294,256,306,328
"27025",0,36.0842933813,-115.293878168,0,"Q4",0,0,0,204,79.6666666666667,117,178,139,106,106
"24574",0,36.0842885748,-115.29338789,0,"Q4",0,0,0,138.666666666667,-18,56,94,67,106,44
"25180",0,36.0842885748,-115.29338789,1,"Q1",0,0,0,300,133.333333333333,161,189,183,222,194
"26221",0,36.0842885748,-115.29338789,1,"Q3",0,0,0,435,315,328,333,344,289,322
"26267",1,36.0842885748,-115.29338789,0,"Q3",0,0,0,374,292.333333333333,294,256,306,328,350
"28860",1,36.0842885748,-115.29338789,1,"Q3",0,0,0,379.333333333333,238.666666666667,300,267,272,289,294
"3107",0,36.1584759,-115.2930652,0,"Q4",0,0,0,183,63,100,94,89,72,122
"4685",0,36.1584759,-115.2930652,1,"Q1",0,0,0,268.666666666667,131.333333333333,200,89,122,172,161
"5018",0,36.1584759,-115.2930652,0,"Q2",0,0,0,290.666666666667,124,194,228,206,233,261
"5404",0,36.1584759,-115.2930652,0,"Q2",0,0,0,274,166.666666666667,228,217,244,272,239
"5415",0,36.1584759,-115.2930652,0,"Q2",0.272727272727273,0,0,320.333333333333,217,217,244,272,239,261
"6096",0,36.1584759,-115.2930652,1,"Q2",0,0,0,396.333333333333,227.666666666667,317,339,300,300,294
"6342",0,36.1584759,-115.2930652,0,"Q2",0,0,0,409.666666666667,274,322,317,311,322,317
"7837",0,36.1584759,-115.2930652,0,"Q4",0,0,0,375.666666666667,200.333333333333,267,278,256,239,217
"8132",0,36.1584759,-115.2930652,0,"Q4",0,0,0,268.666666666667,126,133,133,133,150,156
"8240",0,36.1584759,-115.2930652,1,"Q4",0,0,0,116.666666666667,42.6666666666667,50,33,67,72,83
"9896",0,36.1584759,-115.2930652,0,"Q1",0,0,0,248,164.666666666667,172,139,156,78,100
"10136",0,36.1584759,-115.2930652,1,"Q2",0,0,0,287,148.333333333333,200,200,122,122,133
"13315",0,36.1584759,-115.2930652,0,"Q4",0,0,0,235,107.333333333333,206,106,128,100,117
"14364",0,36.1584759,-115.2930652,0,"Q1",0.666666666666667,0,0,115,42.6666666666667,61,67,83,94,128
"24603",0,36.1584759,-115.2930652,0,"Q4",82.6153846153846,0,0,127.666666666667,68.6666666666667,106,44,11,11,17
"4739",0,36.1571926,-115.2930234,0,"Q1",0,0,0,250,109.666666666667,156,217,144,128,100
"9647",0,36.1571926,-115.2930234,1,"Q1",0,0,0,252,149.666666666667,150,106,144,122,100
"12482",0,36.1571926,-115.2930234,1,"Q3",21.7857142857143,0,0,305.666666666667,213,261,233,250,211,239
"13477",0,36.1571926,-115.2930234,0,"Q4",0,0,0,177.666666666667,53.6666666666667,78,78,67,78,72
"14713",1,36.1571926,-115.2930234,1,"Q1",54.8571428571429,0,0,174,83.3333333333333,89,117,128,156,128
"14738",0,36.1571926,-115.2930234,1,"Q1",6.61538461538461,0,0,179.333333333333,63,117,128,156,128,183
"8179",0,36.160577,-115.292996,1,"Q4",0,0,0,270.333333333333,111.333333333333,150,156,161,178,172
"8317",0,36.160577,-115.292996,1,"Q4",0,0,0,214.666666666667,122,144,100,94,100,94
"9010",0,36.160577,-115.292996,1,"Q1",0,0,0,163,9.33333333333333,39,44,44,67,106
"9059",0,36.160577,-115.292996,0,"Q1",0,0,0,181.333333333333,24.3333333333333,67,106,106,111,94
"9259",0,36.160577,-115.292996,1,"Q1",0,0,0,198,94.3333333333333,83,83,133,83,111
"9350",0,36.160577,-115.292996,1,"Q1",0,0,0,124.333333333333,33,56,44,44,67,111
"9651",0,36.160577,-115.292996,1,"Q1",0,0,0,252,149.666666666667,150,106,144,122,100
"10821",0,36.160577,-115.292996,0,"Q2",0,0,0,344.333333333333,172.333333333333,267,228,228,244,244
"12099",0,36.160577,-115.292996,0,"Q3",0,0,0,390.666666666667,231.333333333333,278,272,294,322,350
"12424",0,36.160577,-115.292996,0,"Q3",1.38461538461538,0,0,389,263,261,294,294,267,261
"12580",0,36.160577,-115.292996,0,"Q3",0,0,0,379.666666666667,237,300,278,233,228,278
"12946",0,36.160577,-115.292996,0,"Q4",0,0,0,257.666666666667,104,139,156,139,156,161
"13096",0,36.160577,-115.292996,0,"Q4",0,0,0,172,90.6666666666667,117,100,100,122,144
"14714",0,36.160577,-115.292996,1,"Q1",54.8571428571429,0,0,174,83.3333333333333,89,117,128,156,128
"14924",0,36.160577,-115.292996,0,"Q1",0,0,0,250,96.3333333333333,194,172,161,128,83
"16433",0,36.160577,-115.292996,0,"Q2",0,0,0,403.666666666667,266.666666666667,322,272,311,339,356
"19079",0,36.160577,-115.292996,0,"Q1",0,0,0,274,115,172,211,189,172,206
"20321",0,36.160577,-115.292996,0,"Q3",0,0,0,403.666666666667,261.333333333333,317,300,322,278,294
"20455",0,36.160577,-115.292996,0,"Q3",0,0,0,418.666666666667,261.333333333333,322,311,300,306,344
"22718",0,36.160577,-115.292996,1,"Q2",15.0833333333333,0,0,218.666666666667,122,139,189,228,233,217
"24102",0,36.160577,-115.292996,1,"Q4",0,0,0,315,233,233,217,189,222,144
"24440",0,36.160577,-115.292996,0,"Q4",0,0,0,124.333333333333,66.6666666666667,61,50,56,56,89
"24862",0,36.160577,-115.292996,0,"Q1",0,0,0,102,20.6666666666667,22,39,61,67,61
"26270",0,36.160577,-115.292996,0,"Q3",0,0,0,374,292.333333333333,294,256,306,328,350
"27645",0,36.160577,-115.292996,1,"Q1",0,0,0,146.333333333333,51.6666666666667,139,83,106,106,89
"28536",0,36.160577,-115.292996,0,"Q2",0,0,0,390.333333333333,250,306,322,339,317,317
"729",0,36.1568983622,-115.2919117492,0,"Q1",0,0,0,204,52,100,150,83,89,106
"966",0,36.1568983622,-115.2919117492,1,"Q1",0.25,0,0,183.333333333333,96.3333333333333,156,72,200,89,100
"1399",0,36.1568983622,-115.2919117492,0,"Q2",0,0,0,292.333333333333,133.333333333333,206,233,222,183,200
"3770",0,36.1568983622,-115.2919117492,1,"Q1",0,0,0,176,13,122,56,22,39,72
"6028",0,36.1568983622,-115.2919117492,0,"Q2",0,0,0,398,246.333333333333,294,306,278,317,339
"6125",0,36.1568983622,-115.2919117492,1,"Q2",0,0,0,418.666666666667,246.333333333333,339,300,300,294,317
"6300",0,36.1568983622,-115.2919117492,0,"Q2",0,0,0,409.666666666667,242.666666666667,311,328,322,317,311
"7127",0,36.1568983622,-115.2919117492,0,"Q3",0,0,0,436.666666666667,302,339,339,344,339,311
"7757",0,36.1568983622,-115.2919117492,0,"Q3",0,0,0,346,244.333333333333,256,233,233,239,250
"7995",0,36.1568983622,-115.2919117492,0,"Q4",0,0,0,298,135,156,222,189,172,161
"10309",0,36.1568983622,-115.2919117492,0,"Q2",0,0,0,198,85,106,156,167,250,222
"10549",0,36.1568983622,-115.2919117492,1,"Q2",0,0,0,331.333333333333,157.333333333333,233,194,167,133,161
"10965",0,36.1568983622,-115.2919117492,0,"Q2",0,0,0,361.333333333333,231.333333333333,278,261,317,294,300
"11147",0,36.1568983622,-115.2919117492,0,"Q2",0,0,0,385,265,267,311,306,289,261
"11479",0,36.1568983622,-115.2919117492,1,"Q2",0,0,0,472,315,383,367,383,378,356
"11496",1,36.1568983622,-115.2919117492,0,"Q3",0,0,0,455.666666666667,346,367,383,378,356,356
"11817",1,36.1568983622,-115.2919117492,0,"Q3",0,0,0,435,303.666666666667,356,278,294,261,317
"13122",0,36.1568983622,-115.2919117492,0,"Q4",0,0,0,229.666666666667,85.3333333333333,122,144,144,67,56
"16304",0,36.1568983622,-115.2919117492,1,"Q2",0,0,0,364.666666666667,229.333333333333,267,250,244,239,272
"18828",1,36.1568983622,-115.2919117492,0,"Q1",0,0,0,229.666666666667,92.6666666666667,117,122,117,50,61
"20015",0,36.1568983622,-115.2919117492,0,"Q3",0,0,0,346,246,267,267,278,289,300
"21469",1,36.1568983622,-115.2919117492,1,"Q4",0,0,0,85,26,33,11,33,11,-6
"23280",0,36.1568983622,-115.2919117492,0,"Q3",0,0,0,409.666666666667,250,306,306,328,339,333
"23467",0,36.1568983622,-115.2919117492,1,"Q3",2.36363636363636,0,0,407.333333333333,283.333333333333,306,339,333,261,278
"26766",0,36.1568983622,-115.2919117492,0,"Q4",0,0,0,292.333333333333,131.333333333333,206,178,178,178,172
"2368",0,36.1594289732,-115.2918989165,1,"Q3",5.33333333333333,0,0,304,220,222,222,244,206,189
"4247",0,36.1594289732,-115.2918989165,0,"Q1",0,0,0,242.333333333333,79.6666666666667,117,111,89,156,72
"4869",0,36.1594289732,-115.2918989165,1,"Q2",0,0,0,246,59.3333333333333,117,161,183,217,122
"5362",0,36.1594289732,-115.2918989165,1,"Q2",0,0,0,287,172,211,189,228,217,244
"6097",0,36.1594289732,-115.2918989165,1,"Q2",0,0,0,396.333333333333,227.666666666667,317,339,300,300,294
"9835",0,36.1594289732,-115.2918989165,1,"Q1",0,0,0,300,153.666666666667,217,156,189,172,172
"11509",0,36.1594289732,-115.2918989165,0,"Q3",0,0,0,459.333333333333,322,383,378,356,356,350
"11752",0,36.1594289732,-115.2918989165,1,"Q3",56.2307692307692,0,0,411.333333333333,246.333333333333,267,289,283,311,344
"12937",0,36.1594289732,-115.2918989165,0,"Q4",0,0,0,248,94.3333333333333,111,139,156,139,156
"14340",0,36.1594289732,-115.2918989165,0,"Q1",0,0,0,125.666666666667,29.3333333333333,50,50,50,61,67
"14349",0,36.1594289732,-115.2918989165,0,"Q1",0,0,0,122.333333333333,31.3333333333333,50,50,61,67,83
"17067",0,36.1594289732,-115.2918989165,1,"Q3",0,0,0,377.666666666667,279.666666666667,311,283,289,306,311
"25357",0,36.1594289732,-115.2918989165,1,"Q2",0,0,0,283.333333333333,113,217,106,150,150,217
"26706",0,36.1594289732,-115.2918989165,1,"Q3",0,0,0,237,114.666666666667,139,167,217,222,200
"18677",1,36.175747,-115.2917528,0,"Q1",0,0,0,204,67,94,122,117,172,189
"27454",0,36.159717,-115.2915033,1,"Q1",0,0,0,187,57.3333333333333,83,89,111,89,100
"27614",0,36.159717,-115.2915033,0,"Q1",0,0,0,204,68.6666666666667,89,139,156,100,139
"27702",0,36.159717,-115.2915033,0,"Q1",0,0,0,92.3333333333333,3.66666666666667,39,22,61,33,39
"4233",0,36.1691517,-115.2913521,0,"Q1",0,0,0,183.333333333333,28,94,117,111,89,156
"4302",0,36.1691517,-115.2913521,1,"Q1",0,0,0,156,72.3333333333333,72,72,94,117,106
"4651",0,36.1691517,-115.2913521,0,"Q1",0,0,0,281.333333333333,96.3333333333333,211,167,200,89,122
"9011",0,36.1691517,-115.2913521,1,"Q1",0,0,0,163,9.33333333333333,39,44,44,67,106
"9491",0,36.1691517,-115.2913521,0,"Q1",0.555555555555556,0,0,122.333333333333,20.6666666666667,22,44,61,39,33
"14153",0,36.1691517,-115.2913521,0,"Q1",0,0,0,196,33.3333333333333,78,89,72,128,100
"17676",0,36.1691517,-115.2913521,1,"Q4",0,0,0,333.333333333333,170.666666666667,217,222,233,211,239
"2299",0,36.1615403,-115.2911213,1,"Q3",0,0,0,405.666666666667,250,306,250,272,267,272
"3122",0,36.1615403,-115.2911213,0,"Q4",0,0,0,189,72.3333333333333,89,72,122,106,106
"5917",0,36.1615403,-115.2911213,0,"Q2",0,0,0,353.666666666667,190.666666666667,261,278,256,239,267
"10758",0,36.1615403,-115.2911213,0,"Q2",0,0,0,296,211.333333333333,222,239,211,217,267
"16230",0,36.1615403,-115.2911213,0,"Q2",0,0,0,415,259.333333333333,328,294,317,294,278
"545",0,36.158642,-115.29101,0,"Q1",0,0,0,107.666666666667,-9,11,33,39,28,56
"1514",0,36.158642,-115.29101,1,"Q2",0,0,0,331.333333333333,168.333333333333,228,222,189,222,244
"2366",0,36.158642,-115.29101,1,"Q3",5.33333333333333,0,0,304,220,222,222,244,206,189
"3196",0,36.158642,-115.29101,0,"Q4",0,0,0,190.333333333333,59.3333333333333,89,100,78,72,89
"4805",1,36.158642,-115.29101,0,"Q2",0,0,0,202,105.666666666667,100,144,189,111,100
"6989",1,36.158642,-115.29101,0,"Q3",4.63636363636364,0,0,394.333333333333,250,328,333,339,333,322
