"","business_id","business_lat","business_long","business_park","business_price","business_open","business_cat","n_photo","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female","date","ch_in"
"6986","z5J9U_HU4iVLwaCH6rdC2w",36.196409,-115.2402771,"true",2,"True","Others",11,6,3198,9,378,1431,1,2,2016-02-21,1
"6987","eJNHwNoCk_hZbK8AeHDZ9g",36.0636453,-115.2520481,"true",2,"True","American",8,6,340,6,64,698,2,3,2017-03-25,1
"6988","Hpi9raHlFm6prTSzFHTurg",33.6219047065,-111.8975352064,"true",1,"True","Others",2,9,3402,9,499,1276,0,1,2014-01-28,1
"6989","s2I_Ni76bjJNK9yG60iD-Q",45.5036212,-73.5543243,"true",2,"True","Others",54,1,1363,6,104,82,1,0,2014-07-06,1
"6990","SZpzMUdhh1xu2qlegzSyLg",43.6481885,-79.3995908,"true",2,"False","Mexican",2,1,210,6,83,516,0,1,2013-12-05,0
"6991","By7P2EBBvhqoSDj8PnQa8g",36.1092162,-115.1732212,"true",3,"False","Others",15,2,1221,9,166,713,0,2,2014-02-17,1
"6992","cYwJA2A6I12KNkm2rtXd5g",36.110724,-115.172169,"true",2,"False","American",256,19,3508,10,647,3057,6,7,2014-01-28,1
"6993","tMYYSWyTppDcF070Hmy-kQ",36.1517914562,-115.3327068215,"true",2,"False","American",50,4,3198,9,378,1431,2,1,2016-11-18,1
"6994","LkedioQbmRfK6xy5Z_ROwg",51.0591059,-114.0544636,"true",2,"False","Others",NA,2,1375,3,193,829,0,1,2013-04-04,1
"6995","JTFFtWy_chbsHTs95yD_2Q",36.1121439816,-115.1767158563,"true",2,"False","American",26,3,1779,7,210,1196,1,2,2014-01-29,1
"6996","vBNM4NEBuO66Hk5yO797eA",35.2042561,-80.8087536,"true",1,"True","American",NA,2,194,4,19,125,0,1,2012-04-07,0
"6997","0AQnRQw34IQW9-1gJkYnMA",36.1041326556,-115.1735436304,"true",2,"False","Mexican",31,9,3094,8,196,926,4,2,2015-02-10,1
"6998","fmke0ozj83GAebHEdbnlfw",33.3179531038,-111.9671074491,"true",2,"True","American",11,3,3402,9,499,1276,0,3,2018-07-10,1
"6999","piHJq_NDrOh5SYk3AyQVOg",33.5098255809,-111.987097553,"true",2,"True","American",8,5,534,4,113,425,2,2,2018-03-28,0
"7000","y7Js-07RF8d3N_AEtaw2VQ",36.1694,-115.140782,"false",2,"True","American",72,8,1997,7,309,858,2,5,2014-03-10,1
"7001","r6apfvgfl9lCFEjpnXnnxg",33.4500119,-112.0756189,"true",2,"False","Others",10,2,328,9,55,398,1,1,2012-02-01,1
"7002","qkyCuFJF2Uboh6n2Lmuwlg",36.1260271514,-115.1929696908,"true",1,"True","Others",14,32,3975,9,730,4888,8,8,2013-10-21,1
"7003","iNhP0ejUf2jVzaR5YCOoEQ",43.778649,-79.308264,"true",2,"True","Others",11,1,36,7,13,242,0,1,2017-05-03,0
"7004","lB_PJ7DqcAA4Ku4EZdYg6g",35.213641,-80.826168,"true",2,"False","American",8,4,2755,9,402,1523,0,3,2012-05-05,1
"7005","nTMZSvPMSIofI5RLARFIaA",43.7894818475,-79.4181949273,"true",2,"True","Others",23,1,161,2,7,67,0,1,2018-04-13,1
"7006","MAuSh7NKoT__CQ4BumoayA",36.0956031608,-115.1753420783,"true",2,"True","Mexican",7,3,313,5,15,250,1,2,2013-05-27,1
"7007","ostVuyoxxQiP3Qik_L7nPA",36.269812,-115.261465,"true",2,"True","American",14,4,1613,7,148,727,1,1,2013-02-09,1
"7008","3N9U549Zse8UP-MwKZAjAQ",33.354768,-111.7898327,"true",2,"True","American",34,6,1018,12,162,1668,4,2,2011-09-09,1
"7009","01fuY2NNscttoTxOYbuZXw",35.2291284,-80.8674638,"true",1,"True","American",17,1,224,5,25,218,0,0,2010-12-30,1
"7010","JDZ6_yycNQFTpUZzLIKHUg",36.1349154274,-115.1758220047,"true",2,"True","Mexican",41,46,3558,9,378,2421,12,13,2017-11-02,1
"7011","TFqUcfrnAz_Sp3_V1JkaAA",43.8404817042,-79.3996000777,"true",2,"False","Others",7,4,511,6,141,306,0,3,2016-04-19,1
"7012","yMopev-RPxfEXgqkJOvCGA",35.214541,-80.8211047,"true",2,"True","Others",10,2,3728,8,344,1128,1,1,2012-05-01,0
"7013","VaKXUpmWTTWDKbpJ3aQdMw",36.0551136333,-115.2814732433,"false",2,"True","American",11,5,5817,3,293,1982,2,0,2011-10-23,1
"7014","q-zZgXKAQFLEgMp9ZNllgQ",36.1149943094,-115.2014029039,"true",2,"True","Others",37,9,3975,5,730,1055,3,3,2014-05-02,1
"7015","5nZVVPO_cYH9aQeClTP9zA",33.5010512566,-111.9284895333,"true",2,"True","Others",20,9,534,9,113,1234,2,1,2014-06-08,1
"7016","uBdYMY6a6A7FyxzTSwOiDg",36.0118991,-115.0628631,"true",2,"True","American",75,7,818,7,146,714,0,3,2016-01-10,1
"7017","qQCsLGMncJp1xWUGnOKCQA",33.5834783394,-112.0134559392,"true",2,"True","Others",20,4,188,1,8,47,2,0,2012-01-12,1
"7018","679eSYC15Sc17TN9Djj8sg",36.0692145975,-115.1779472561,"true",2,"False","American",7,7,6026,10,697,1664,3,4,2013-12-15,0
"7019","5nZVVPO_cYH9aQeClTP9zA",33.5010512566,-111.9284895333,"true",2,"True","Others",20,8,79,9,79,1234,2,0,2013-07-18,1
"7020","xedxfb3rfEmXDE0BczcCBA",33.580741,-111.881806,"false",2,"True","Others",NA,29,853,9,83,800,0,2,2011-06-03,1
"7021","7fxebHYUwIF6CakxSr70iQ",36.1248436068,-115.1686550577,"true",4,"False","Others",113,4,583,8,263,962,1,1,2012-08-11,0
"7022","P8uECqGqXWTwEndkh-6bQw",36.130804,-115.198971,"true",2,"True","Others",8,3,5817,9,293,1982,0,2,2012-06-13,1
"7023","ZG8PZgaMKhdJUpNxkc9Diw",36.0987812631,-115.2425049511,"true",2,"True","Asian",34,2,917,7,180,1028,2,0,2018-05-13,1
"7024","PHhZy5zYULNF-oz-2Jz9KA",35.053717,-80.851277,"true",2,"True","Others",9,1,331,6,69,484,0,1,2012-09-23,1
"7025","UT6L3b7Zll_nvRidijiDSA",36.1065195454,-115.1769565195,"true",2,"True","Others",20,11,3198,13,378,1988,4,4,2017-04-08,1
"7026","Ktia9NJfvxVxTLVcEnw9zQ",33.5971716,-112.0361968,"true",1,"True","Mexican",6,7,460,NA,47,614,2,1,2011-10-02,1
"7027","eduRavkml8awmPachSZXuw",36.1638735074,-115.289943661,"true",2,"True","Asian",16,14,2916,9,219,1664,1,6,2012-05-03,1
"7028","fKDyiIcFLkl-_5d4JsvBXA",45.5010275,-73.5752063,"true",3,"True","Others",4,1,11,NA,0,13,1,0,2012-07-12,0
"7029","tVyLQzyhhinKcGzlZIFZjQ",33.2777136,-111.8753481,"true",2,"True","Others",8,8,3978,12,359,1631,6,1,2018-06-24,1
"7030","5eKk8dA1QtKaQr_5i_SCRw",40.4407903,-80.0021242,"true",2,"True","Mexican",4,1,2307,7,106,1692,1,0,2013-08-27,1
"7031","E_jLyf_YuGgMP_rw8tvNSA",36.106477,-115.2980657,"true",2,"True","Others",5,4,1135,5,133,410,1,1,2017-08-06,1
"7032","L877pDtfa3FyN0fcNeCdlA",36.0028441,-115.1106772,"true",1,"True","American",4,3,363,4,17,239,2,0,2011-04-24,1
"7033","4aCun88uZMOsAoymY5Li3w",36.1266569491,-115.2242819387,"false",NA,"True","Others",19,14,469,3,46,434,3,2,2012-06-17,1
"7034","UMqfeCItzQ2glr4d9apGlA",36.0719274658,-115.1070339563,"true",1,"True","Others",39,36,3975,9,730,1232,8,11,2013-11-06,1
"7035","JhRxDdmZSGDG_u7cGxaYrw",36.151547,-115.331923,"true",2,"True","American",24,5,1058,7,178,1606,2,3,2018-02-10,1
"7036","6lovZEiwWcRYRhyKd94DRg",35.0608272,-80.8142914,"false",1,"True","Others",3,5,3728,8,344,1128,1,2,2012-11-05,1
"7037","3LWsVfsSmb_Nzbi2YQ-NIA",36.1162841619,-115.1359766736,"true",2,"True","Others",24,7,917,7,180,1028,2,2,2015-02-20,1
"7038","utIA0LyQmwP-9DRyxUe6qQ",33.5082039543,-112.0370330476,"true",2,"True","Others",27,18,682,11,113,520,2,8,2015-06-14,1
"7039","lEtpTFWetCf6xnzeImLiHg",33.305945,-111.99117,"true",2,"True","Asian",1,1,38,NA,4,92,0,1,2011-12-18,1
"7040","VRTrhsYKSJo1kGX5RqBlFA",43.0737969,-89.3826584,"true",2,"True","American",2,1,129,1,5,60,1,0,2017-09-15,1
"7041","6TSpAuUdmo2UEn9emgd8xg",36.1679035,-115.138142,"true",2,"True","Others",8,2,693,4,76,573,0,2,2014-04-05,0
"7042","AV6weBrZFFBfRGCbcRGO4g",36.097340676,-115.1763394271,"false",2,"True","Others",NA,11,1221,9,112,713,6,4,2012-03-12,1
"7043","yydyoWCY3LJYlPwVLKbJ3Q",33.533628,-112.261572,"true",2,"True","American",3,4,506,3,42,630,1,2,2018-05-02,1
"7044","Z0YOHYA6YtW131xULbnMzQ",36.1730572,-115.1450046,"true",1,"True","American",16,5,1193,7,122,297,1,3,2011-10-13,1
"7045","UV2Jt8slktGu14gLZeNCjA",36.115118,-115.1477724,"true",2,"True","Others",35,35,3975,7,730,1185,7,11,2015-03-01,1
"7046","7MeMGh0SUlF-GuTyruwtcw",33.7134545,-112.1138931,"true",2,"True","Others",12,13,411,8,39,1226,4,4,2013-03-17,1
"7047","qsJkjQoM3Hdg6Gtqp2S9_w",36.1471526137,-115.2999764308,"true",2,"True","Others",8,1,208,2,11,97,0,1,2010-11-04,1
"7048","-FLnsWAa4AGEW4NgE8Fqew",33.5000439702,-111.9263330313,"true",2,"True","American",18,12,460,3,47,1022,4,4,2016-10-20,1
"7049","V9bs-9SqhlryOCLy6vk6gg",33.5691369028,-112.1203580008,"true",2,"False","Others",5,8,834,11,162,520,0,4,2017-04-29,1
"7050","Q7m8G4579-XYKV3LMW8V7g",36.108898,-115.151261,"true",2,"True","Asian",15,8,1215,6,61,284,2,4,2015-08-31,0
"7051","wKA2y-F_fPcBDOkpzDB9eQ",36.2406953,-115.0961299,"true",2,"True","Mexican",3,13,3558,8,376,1614,0,5,2015-01-31,1
"7052","aqwn3jdQLCWnb59gHK4nAw",36.0721934971,-115.0729977328,"true",1,"True","Others",37,20,1613,7,148,727,3,6,2013-11-17,1
"7053","heyU2rq-K2soH-V0SVMHVQ",35.17651,-80.79965,"true",1,"False","Asian",NA,2,2755,9,402,1523,0,1,2012-07-30,1
"7054","CEsh0ScOKlL3mpvjypqszA",45.5213029,-73.5784615,"true",2,"True","Others",11,1,1363,6,104,82,1,0,2017-02-21,0
"7055","NLEe-RzDSU-5BN6xp_WWCw",36.1588056245,-115.1931095123,"true",2,"True","American",11,10,3378,8,912,4308,3,5,2014-11-07,1
"7056","rBQ-xYc0GFAV2hqYKTQe6w",33.3816086,-111.8070677,"true",2,"False","American",NA,1,488,10,50,580,1,0,2012-04-22,0
"7057","gDOuHjntsN37XEjROoQ2Aw",33.3495946376,-111.9600745615,"true",1,"True","Mexican",6,7,341,9,24,453,1,4,2016-07-06,1
"7058","aLcFhMe6DDJ430zelCpd2A",43.6464107,-79.3934801,"true",2,"True","Others",46,9,3315,8,563,1356,1,5,2013-08-25,1
"7059","2c9Vptks_vowLgVUMnCgjw",33.501037,-111.922358,"true",2,"True","American",15,10,5817,8,293,1982,2,2,2015-04-25,1
"7060","ku9ak9cQnIGBCXBtRd61tQ",33.5612361,-112.0737398,"true",2,"True","American",21,6,390,6,42,382,1,2,2014-03-16,1
"7061","UvF68aNDfzCWQbxO6-647g",36.1261620061,-115.1914208691,"true",1,"False","Others",6,3,3975,11,730,907,1,2,2011-05-25,1
"7062","ewmTwsZqCHH2gvCeDKz0dw",36.2382459749,-115.150921382,"true",2,"True","Others",NA,20,3746,13,545,3061,5,8,2017-02-02,0
"7063","sZsJooAzpKqOvDysphkqpQ",36.1721156,-115.1469038,"true",1,"True","Others",3,6,730,6,136,516,4,2,2014-01-16,1
"7064","hPTx2Y5e4Czbr21XcbDN8g",43.848355,-79.34908,"true",1,"True","Others",6,8,562,10,715,6314,1,3,2018-04-30,1
"7065","UcgCSTCtPv1GeW5bKsEdag",36.10131,-115.156429,"true",2,"False","American",6,11,1535,8,251,1184,7,3,2013-09-16,1
"7066","K7ESHh6Uh5NptgI5bfsShQ",36.1455122545,-115.1932036608,"false",1,"True","Others",12,2,1060,13,415,3061,0,2,2016-09-11,1
"7067","GmdujALb1Nq2RHGr7jhCaA",36.1270307944,-115.209860464,"true",2,"True","Others",75,14,6026,10,697,1614,2,10,2018-07-08,1
"7068","gJd1jOcl5FdqY020Q19n6Q",36.159147,-115.152728,"true",2,"False","American",11,3,1163,NA,5,65,0,1,2012-02-04,1
"7069","4k3RlMAMd46DZ_JyZU0lMg",36.1265169,-115.2017455,"true",1,"True","Others",27,20,3975,9,730,1664,8,9,2013-11-29,1
"7070","kBJfBVaXJtPEKLTov1hJdQ",33.4948726,-112.0535765,"true",2,"True","Asian",21,2,1345,11,199,755,1,1,2011-05-28,1
"7071","j5nPiTwWEFr-VsePew7Sjg",36.1258775,-115.197855,"true",2,"True","Others",116,48,8381,10,1443,2158,14,21,2015-06-30,1
"7072","YPavuOh2XsnRbLfl0DH2lQ",33.4353717916,-112.0739703039,"true",2,"True","Others",22,15,3378,11,912,4308,6,4,2013-03-16,1
"7073","ucJ17aXhHoIYmHrneOLI-A",41.5200106,-81.4737139,"true",2,"True","Mexican",NA,1,119,8,34,812,1,0,2018-03-27,1
"7074","R1L4iwkNPwizkJXFIPMxig",36.115594,-115.138063,"true",1,"True","American",3,1,391,NA,24,359,0,1,2012-11-06,1
"7075","iIwKW2cBAxjElE8eUzjwqA",36.1058300263,-115.1733150487,"true",2,"True","American",102,2,672,3,81,535,1,0,2014-02-11,1
"7076","Hqs4YNST_ZHbshwyi4bnsQ",36.240227,-115.120791,"true",2,"True","American",18,17,2100,7,251,1184,10,3,2017-02-13,0
"7077","yMopev-RPxfEXgqkJOvCGA",35.214541,-80.8211047,"true",2,"True","Others",10,13,3728,9,402,1523,1,4,2014-06-21,1
"7078","aMF8cG445ONPRKBsBYqofg",33.4474607,-112.0736676,"true",2,"True","American",9,5,328,9,55,398,3,0,2012-07-15,1
"7079","c6x--m65BpZXfR2fIjmBMA",33.3332755306,-111.8071468868,"true",1,"True","Others",NA,3,243,8,43,501,2,1,2017-01-22,1
"7080","yZAGhlsrmupLbrgdKm6reg",33.501821,-111.919938,"true",3,"True","American",22,3,63,3,6,133,1,1,2014-10-20,0
"7081","z6-reuC5BYf_Rth9gMBfgQ",33.5090310721,-112.0712948588,"true",2,"True","American",21,13,826,10,47,345,4,7,2012-05-04,1
"7082","PVTfzxu7of57zo1jZwEzkg",33.4916953,-112.0734977,"true",2,"False","American",8,18,1527,9,124,1193,3,4,2012-02-04,1
"7083","ZbHE1ZncONeH-q93GuVGdA",36.021245,-115.266568,"true",1,"True","Mexican",5,4,425,3,11,150,1,0,2011-01-04,1
"7084","zrTGcb83AsfyVTMrsCa65A",33.4448019849,-112.0721177221,"true",2,"False","American",10,18,2232,9,378,855,2,5,2017-10-24,0
"7085","p2OOk46G_AOO0nCWl-eVlg",33.666586,-112.203627,"false",2,"True","Asian",6,3,460,NA,33,614,1,1,2013-10-26,1
"7086","M-bM5y8qdE-Z3mfZept1EA",36.0556282,-115.1201353,"false",1,"True","Others",2,3,961,9,90,1019,2,0,2013-08-21,1
"7087","YjAo1DBb0YuPE_RWmhNyrA",33.6241296095,-111.9291563122,"true",2,"True","American",23,6,617,10,126,610,0,4,2015-12-29,0
"7088","rjlAUHT8B6KhKAmkZqS1xw",33.5637904,-112.0734862,"true",2,"True","Mexican",72,1,741,NA,17,139,0,1,2018-01-21,1
"7089","k9LOFnY_Dn0ctUU0UYBNdA",33.636529,-112.23077,"false",2,"True","Others",NA,2,9,NA,0,11,0,2,2017-10-01,0
"7090","dtQ_nIADFp7AP91H0ttAKA",33.3064,-111.8917575,"true",1,"True","Others",7,2,126,6,19,501,1,1,2014-12-16,1
"7091","hgeXEGD9lRX4ohj7afSJnw",36.0555646163,-115.2258749184,"true",1,"True","Others",1,5,2916,9,219,1664,1,3,2014-12-18,0
"7092","pHJu8tj3sI8eC5aIHLFEfQ",36.1150515442,-115.2202835693,"true",2,"True","Others",36,1,2916,9,219,1664,0,1,2011-08-25,1
"7093","csy-xJWM68SXabizUIhucA",33.519577,-112.065351,"true",2,"False","American",28,1,331,NA,47,327,1,0,2014-04-05,1
"7094","AASa5G_OHCxGQ0tbjT_2tw",51.082337,-113.987481,"true",2,"True","Others",6,2,150,9,24,190,1,0,2015-02-06,1
"7095","VrIskBdLuRxS0HsSimJOhA",33.447459,-112.072807,"true",2,"True","American",32,7,414,NA,47,327,2,0,2013-01-27,1
"7096","SurnOSM2bVVN4-Js3G23RQ",33.4235148,-111.9374375,"true",3,"True","American",14,4,394,10,69,1116,4,0,2017-03-01,1
"7097","umXvdus9LbC6oxtLdXelFQ",36.1264269463,-115.2099140423,"true",2,"True","American",284,7,3198,9,378,1431,2,2,2013-12-08,1
"7098","p5rpYtxS5xPQjt3MXYVEwA",36.026212,-115.1193405,"true",2,"True","American",8,13,949,6,88,573,2,9,2013-04-14,1
"7099","LpGCzgAKNSpzDNEUMVVtZA",36.0583338569,-115.2433191969,"true",2,"True","Others",21,24,2916,13,415,3061,7,8,2016-05-11,1
"7100","cTJjTKz2huGZ-ElScC2pSw",33.513575,-112.073381,"true",2,"True","American",42,10,682,11,78,520,2,7,2012-11-21,1
"7101","D42-sxkmZy2fn4BkZaEkbA",33.6364812,-111.919746,"true",1,"True","Others",5,2,949,4,47,437,2,0,2011-06-24,1
"7102","b_8jCti0vuouJ_fjZpdmZw",33.6981826,-111.9153135,"true",2,"True","American",6,3,941,8,113,842,0,1,2013-02-22,1
"7103","fbQaKW0Lte0JQ_opbnjdKg",33.4872149418,-112.0647604613,"true",1,"True","Mexican",9,5,432,7,82,434,2,3,2014-09-17,1
"7104","zrTGcb83AsfyVTMrsCa65A",33.4448019849,-112.0721177221,"true",2,"False","American",10,11,2232,9,254,855,2,4,2014-05-14,1
"7105","SAIrNOB4PtDA4gziNCucwg",36.1439242153,-115.1917272624,"true",3,"True","Others",47,4,3975,4,730,907,2,1,2011-05-18,1
"7106","HquzxaAEIBBV4-T4xFhJyw",33.63924,-112.387167,"true",1,"False","Others",3,18,160,8,30,485,0,1,2012-06-28,1
"7107","7sb2FYLS2sejZKxRYF9mtg",36.1171507743,-115.1384369476,"false",2,"True","Others",138,17,3198,9,378,1431,5,5,2015-05-24,1
"7108","Gw-ozqLSHoP3BQPKaiXJGg",33.3759908,-111.9199185,"true",2,"True","American",37,1,534,12,69,786,0,1,2014-05-03,1
"7109","tsf1JNdeeQf_654YUSrzRw",36.1016738,-115.2043391,"true",2,"True","Others",12,10,2916,9,219,1664,0,5,2012-01-05,0
"7110","JDZ6_yycNQFTpUZzLIKHUg",36.1349154274,-115.1758220047,"true",2,"True","Mexican",41,50,3558,9,378,2421,13,15,2018-07-01,1
"7111","ypfFfR3-PbtoslIhohNstw",36.1267945039,-115.2410376816,"true",2,"True","Others",6,3,1058,6,98,420,1,2,2013-02-24,1
"7112","W8apgXmOxESpoL_EeogC5w",36.1005917,-115.1172961,"true",1,"True","Asian",29,1,818,7,146,520,0,1,2012-11-17,1
"7113","fL-b760btOaGa85OJ9ut3w",36.1321875,-115.1770963,"true",2,"True","American",61,18,3975,9,730,1431,7,7,2013-08-08,1
"7114","6kkxRV8H9SQLybj0xnEbMw",36.020552,-115.089984,"true",2,"True","Others",NA,14,1260,8,177,1232,3,10,2015-04-13,1
"7115","XvOzizKafffkMuk-tIdNcQ",36.029380621,-115.1151981758,"false",2,"True","American",8,5,818,8,146,560,2,2,2017-08-07,1
"7116","kRgAf6j2y1eR0wOFdzFAuw",36.1201403,-115.1543617,"true",2,"True","Others",49,8,2004,10,220,1117,3,5,2014-05-30,1
"7117","h6Y1-KfN2XBkcrV85CS8yg",33.6273043125,-111.8947665984,"true",2,"True","American",7,16,3934,11,648,934,1,9,2012-07-12,1
"7118","DZwR0EIPKlmC3mMLhTkqcQ",35.9988269,-115.10386,"true",2,"True","Others",9,2,818,7,146,520,0,1,2013-02-10,1
"7119","7Ny2GHLw8xl_kXfhfrvh5w",33.2770025,-111.8753357,"true",2,"True","American",23,3,3978,12,350,444,1,2,2011-07-20,1
"7120","6z3cgIE9dJ01wUm43f0yBQ",36.1260978,-115.1925293,"true",1,"False","Others",6,10,3198,9,378,1431,4,3,2015-02-19,0
"7121","DbEszO3wk1xVmN3pCPob2g",36.159706,-115.245078,"true",2,"True","American",23,24,3198,13,415,3061,6,10,2015-05-24,1
"7122","cTZmf7B-4yciMc1WKiCVOA",33.455532,-112.060713,"true",2,"True","American",22,6,256,4,10,123,0,2,2013-11-01,1
"7123","NYf9TKBKPpa1wkA_uwIlfg",43.0832527245,-89.3643164635,"true",2,"True","American",13,2,2940,7,289,867,1,1,2016-02-07,1
"7124","L877pDtfa3FyN0fcNeCdlA",36.0028441,-115.1106772,"true",1,"True","American",4,11,2916,9,219,1664,6,3,2014-01-31,0
"7125","yfxDa8RFOvJPQh0rNtakHA",36.1261943318,-115.193445287,"true",2,"True","Others",46,73,3975,11,730,2074,16,23,2017-01-11,1
"7126","ii8sAGBexBOJoYRFafF9XQ",36.1123576,-115.1702213,"true",2,"True","Others",NA,28,3975,10,730,1232,9,9,2013-11-06,1
"7127","i0rVOregYLFcp7C1RKoE3g",36.0565433,-115.0563993,"true",1,"True","Others",NA,6,1613,7,149,1034,2,3,2014-02-20,1
"7128","XvTBQotmJpVPjPNaMM7qLA",33.4152240101,-111.9178978785,"true",2,"False","American",16,2,160,8,30,485,1,1,2012-06-17,1
"7129","XNWXyFgCGaAwvg9QML2Ypw",40.458283,-79.925318,"true",2,"True","Mexican",6,13,3164,8,539,1692,2,5,2016-03-24,1
"7130","y4ETe3DkcIjjr_eyeg5U5g",36.158705,-115.15293,"true",2,"True","Others",26,16,6026,10,697,1431,5,1,2014-02-27,1
"7131","KskYqH1Bi7Z_61pH6Om8pg",36.1436636,-115.1418906,"true",2,"False","Others",98,9,2916,12,219,1668,5,3,2011-09-09,1
"7132","HGNOaHmKpW1ajuAVCpA1yg",33.677848,-112.277393,"true",2,"True","Others",6,3,853,8,74,258,0,2,2018-06-15,1
"7133","TZmMsbw5TbRqv8rmKj_aGg",35.2189339,-80.8117172,"true",1,"True","Others",5,4,3728,9,344,1128,2,0,2012-12-06,1
"7134","RXESkOgqAYGoujYTqy2KNg",43.6804685,-79.337862,"true",2,"True","Others",3,4,1451,9,418,1087,3,1,2017-03-21,0
"7135","UPIYuRaZvknINOd1w8kqRQ",36.1270336,-115.2098191,"true",1,"True","Others",50,49,5817,11,730,1982,12,16,2013-11-26,1
"7136","j_hB9Gt3VMJAbA2JyvyFjw",43.6685826,-79.3857446,"true",2,"True","Others",33,1,227,6,29,710,1,0,2016-03-26,1
"7137","zNGYsFeG_7XEBodbtfux5Q",33.4942209,-112.0304976,"true",2,"True","Others",NA,4,434,4,8,158,0,3,2017-10-14,1
"7138","l9FErvgeBk1arsR9ZG3PwQ",43.6467529,-79.4072012,"true",1,"False","Others",4,2,185,5,19,603,0,2,2014-12-18,1
"7139","gG9z6zr_49LocyCTvSFg0w",35.241145,-80.812057,"true",2,"True","Others",54,2,2755,11,402,1523,1,1,2010-09-02,1
"7140","AASa5G_OHCxGQ0tbjT_2tw",51.082337,-113.987481,"true",2,"True","Others",6,5,150,9,24,190,1,0,2016-04-17,1
"7141","GHS1rVjO-RMcRB6WJLpCDQ",36.1639346,-115.1580838,"true",2,"True","Others",NA,10,840,6,112,840,4,2,2011-10-08,1
"7142","plWuv4gda7m0KlqCNhrb4w",33.4570541765,-112.0715672453,"true",2,"True","American",29,26,2217,10,271,1177,9,12,2014-10-13,0
"7143","1Z4_zSITNVQ_Bt027R0S1g",33.4241412,-111.9400737,"true",2,"False","Others",NA,17,129,5,14,255,2,1,2012-03-17,1
"7144","P8IsTiHq5Hesa6UPL604ww",33.347971,-111.9821513,"true",1,"True","Mexican",10,13,359,8,33,440,2,4,2018-07-08,1
"7145","GkRF8rSvh9cOQuuPeDh9bg",36.1431984312,-115.2644564265,"true",2,"True","Others",6,2,252,9,55,753,0,1,2012-01-09,1
"7146","AprsB5kibAxqt77MeCPy6g",43.5534272,-79.5841138,"true",2,"True","Others",4,1,338,6,184,1310,0,1,2018-06-22,1
"7147","LpGCzgAKNSpzDNEUMVVtZA",36.0583338569,-115.2433191969,"true",2,"True","Others",21,22,2916,9,219,1664,7,6,2015-06-26,1
"7148","Tw3miGKZHtmxmaQZIYFRrA",33.5135196,-112.0740451,"true",2,"True","Others",10,1,176,4,13,169,0,1,2012-10-28,1
"7149","K-uQkfSUTwu5LIwPB4b_vg",33.492287,-111.924273,"true",3,"True","American",33,17,6187,12,894,1932,4,6,2017-06-13,1
"7150","cXdQ3H0GqcIzRgrvBEaBxw",33.5961863,-112.0361236,"true",1,"False","Others",NA,4,332,4,57,425,3,1,2015-08-22,1
"7151","fL-b760btOaGa85OJ9ut3w",36.1321875,-115.1770963,"true",2,"True","American",61,35,3975,9,912,4308,11,9,2014-05-23,1
"7152","hgo0jDweUcHMHqNDnQQm9A",33.5714636694,-111.886635191,"true",2,"True","American",1,3,29,NA,2,100,0,2,2014-06-13,0
"7153","RBAcL6hg2yoaTRv0kKUjPA",36.018156,-115.117786,"true",2,"False","Others",NA,4,961,9,90,1019,2,1,2012-08-24,1
"7154","-ZBfr1BHvArFp1d6XH8jOQ",33.5958365,-112.134591,"true",1,"True","Others",18,32,1462,10,112,1022,5,4,2013-11-07,1
"7155","nwHd2MbIGz0SNG8GpFjekw",33.5395733,-112.0483460142,"true",1,"True","Mexican",9,6,359,5,33,205,2,2,2017-05-06,1
"7156","RGGOEmgtKXXZI91IXHEuIA",33.602394836,-111.9780977815,"true",2,"False","Others",6,6,1517,5,83,291,1,4,2016-05-01,0
"7157","pHA8wyVcrkhI4wQ3mt6NHw",36.1991721483,-115.2418087957,"true",1,"False","Others",NA,1,147,3,10,214,1,0,2012-12-10,1
"7158","O7UMzd3i-Zk8dMeyY9ZwoA",36.151555,-115.15261,"true",1,"False","American",NA,6,3198,9,378,1431,5,1,2013-10-15,1
"7159","4K5NUsinIgtq-yuxdp2HdA",33.4259647,-111.9402513,"true",1,"True","Mexican",2,13,816,8,43,501,3,7,2017-06-17,1
"7160","Vs7gc9EE3k9wARuUcN9piA",36.1349835,-115.2784336,"true",2,"True","Others",22,34,3975,9,730,2421,11,9,2014-06-16,1
"7161","A5Rkh7UymKm0_Rxm9K2PJw",36.068655,-115.177945,"true",2,"True","Asian",43,52,6026,10,697,1982,10,19,2014-02-23,1
"7162","ESzO3Av0b1_TzKOiqzbQYQ",40.409571,-79.9151688,"true",2,"True","American",6,1,24,1,3,41,1,0,2011-09-06,1
"7163","Y3aGrZR8QBlj8C2l7oEvDg",33.5430289,-111.9052457,"true",2,"True","American",68,4,396,5,48,521,1,3,2017-03-09,1
"7164","FogTa-wmjhVnJCoTiaxvZA",33.5126623,-112.0740684,"true",2,"True","Others",25,24,853,10,74,610,3,12,2014-02-24,1
"7165","VfFHPsPtTW4Mgx0eHDyJiQ",36.1606854895,-115.3315910731,"true",2,"True","Others",14,2,361,9,52,613,0,2,2015-02-06,1
"7166","SSCH4Z2gw-hh2KZy7aH4qw",33.4154613,-111.8374321,"true",2,"True","American",16,1,1155,5,297,248,1,0,2016-06-07,1
