business_id;RestaurantsPriceRange2;BusinessAcceptsCreditCards;lot;street;validated;BusinessParking:garage;valet;BikeParking;GoodForKids;RestaurantsTakeOut;OutdoorSeating;WiFi;RestaurantsGoodForGroups;Alcohol;RestaurantsDelivery;HasTV;RestaurantsReservations;casual;classy;intimate;trendy;upscale;hipster;NoiseLevel;RestaurantsAttire;Caters;divey;breakfast;brunch;dinner;GoodForMeal:dessert;latenight;lunch;touristy;Ambience:romantic;RestaurantsTableService;WheelchairAccessible;ByAppointmentOnly;romantic;Ambience:touristy;BusinessAcceptsBitcoin;Music:dj;GoodForDancing;DogsAllowed;jukebox;live;video;background_music;karaoke;HappyHour;BestNights:monday;friday;saturday;sunday;thursday;tuesday;wednesday;no_music
4qNXmOeA5tALz3DgtHoAYA;1;NA;True;True;False;False;False;True;True;True;True;True;True;unone;False;True;False;True;False;False;False;False;False;average;casual;True;False;False;False;False;False;True;True;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TgjB-wlAVzol6HoDpE8KYg;2;True;True;True;False;False;False;True;True;True;True;False;True;unone;False;False;False;True;False;False;False;False;False;average;casual;True;False;True;True;False;False;False;True;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bJ4lzGSKF4vlpEmR-68zMQ;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WbS58nfQQZaxWk1BUPBuJQ;2;NA;False;True;False;False;False;True;True;True;False;True;False;unone;False;False;False;True;False;False;True;False;False;average;casual;True;NA;False;False;False;False;False;True;NA;NA;False;True;NA;False;False;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
gq9GvevIhj4YvUxxk2O0yw;2;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BLgwFGqvAIiG9J2ID47YyA;2;NA;True;False;False;False;False;True;True;True;False;True;True;ubeer_and_wine;False;False;True;True;False;False;False;False;False;very_loud;casual;False;NA;False;False;True;False;False;False;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
u3q_fVU-qxgoGWLPVy4nMw;2;NA;False;False;False;False;False;NA;True;True;False;True;True;NA;False;True;True;False;False;False;False;False;False;NA;casual;NA;NA;False;False;False;False;False;False;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CY2fHhckU6EYqG2fNP0WUA;2;True;False;True;False;False;False;True;True;True;True;True;True;ufull_bar;False;True;False;True;False;False;False;False;False;average;casual;False;False;False;True;False;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WDzU-miZGQMADcWp-BZEoA;2;NA;False;False;False;False;False;True;True;True;False;False;True;ubeer_and_wine;True;False;True;True;False;False;False;False;False;quiet;casual;NA;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WbEwI-AJC9epye59Lq0iJg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nrOxXGd3Vx6iz5xuIJT8cw;2;True;True;False;False;False;False;False;True;True;False;False;True;ubeer_and_wine;False;False;True;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
P-9hu1K0p1Zs5immScVM4w;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GxiYMg1OyXN958bN8-7Vhw;2;True;True;True;False;False;False;True;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0_7nMBuDAhs_J_DMuqdsyw;1;True;False;False;False;False;False;NA;True;True;False;False;False;unone;False;NA;False;False;False;False;False;False;False;quiet;casual;NA;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2SmVDHidtlfAF9bXBn4XwQ;NA;True;NA;NA;NA;NA;NA;NA;True;True;NA;NA;NA;NA;True;NA;False;NA;NA;NA;NA;NA;NA;NA;casual;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
IWN2heYitkg-D4UdqfxcMA;2;True;False;False;False;True;True;False;True;True;True;True;True;ufull_bar;False;True;True;True;False;False;True;False;False;average;casual;True;False;True;True;True;True;False;True;NA;NA;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False
eoHdUeQDNgQ6WYEnP2aiRw;2;True;False;False;False;True;False;False;True;True;True;False;True;ufull_bar;False;True;True;False;False;False;False;False;False;average;casual;False;False;False;False;False;True;False;False;True;False;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
XIgTZdZqJLuaYnaWG3jyFw;2;True;False;False;False;True;False;False;True;NA;False;NA;True;ufull_bar;NA;False;NA;True;False;False;False;False;False;average;NA;NA;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;False;True;NA;False;True;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;False
rTEl-Yx7p91Rm-stbxYJKw;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SXgVJz5aIvbeCXWvg0ZuNg;2;True;True;True;False;False;False;True;True;True;True;True;True;ufull_bar;False;True;True;True;False;False;True;False;False;average;casual;True;False;False;False;True;False;False;True;NA;NA;True;True;NA;False;False;NA;NA;False;True;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA
-2hOglg7Lh8ZgclQJ9ba2w;4;NA;False;True;False;False;False;NA;False;False;True;False;True;ufull_bar;False;False;True;False;False;False;True;False;False;average;casual;True;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8NHV3DBvq9Q88ZtzdR6W2w;2;NA;False;True;False;False;False;True;False;False;True;True;True;ufull_bar;False;True;False;True;False;False;False;False;False;loud;casual;False;False;False;False;True;False;True;False;False;False;NA;NA;NA;NA;NA;NA;False;NA;NA;False;False;False;True;False;True;NA;NA;NA;NA;NA;NA;NA;False
dHVeXpn7WfEd6WW5TSK9EQ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
xEH00X_VoRepWKXQrragmw;3;True;False;False;False;False;True;False;False;False;False;NA;True;ufull_bar;False;False;True;False;False;False;False;True;False;quiet;casual;False;False;False;True;True;False;False;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NSfAp377ZRl5Mee430KTcA;1;NA;True;False;False;False;False;True;True;True;False;True;True;unone;False;True;False;False;False;False;False;False;False;quiet;casual;False;False;False;False;False;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2_8_ipfxCRtpXesLdBCqig;2;NA;True;False;False;False;False;False;NA;True;False;False;NA;none;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;False;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
hNSvyreISNd9XXrHyyaSjQ;2;NA;False;True;False;False;False;True;False;True;True;False;True;ufull_bar;False;False;True;True;False;False;False;False;True;average;casual;False;NA;False;False;True;False;True;False;NA;NA;NA;NA;NA;False;False;NA;NA;False;NA;NA;NA;NA;NA;NA;False;False;True;True;True;False;False;False;NA
djbZ5uQPKw9N4Dq9QXhdNw;2;True;False;False;False;True;False;False;False;True;True;True;True;ufull_bar;False;True;True;True;False;False;False;False;False;average;casual;False;False;False;False;True;False;True;True;False;False;NA;NA;NA;NA;NA;NA;False;NA;NA;False;False;False;False;False;NA;False;True;True;True;False;False;False;False
RzdA666SoLUfUfNw1v4_ZA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ni26IoQqRCy9iVeNV4vNFg;1;True;True;False;False;False;False;True;True;True;False;True;True;unone;True;False;False;True;False;False;False;False;False;quiet;casual;True;False;True;False;False;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
kacZeom987POja3RwNUJpA;2;True;True;False;False;False;False;False;True;True;True;True;True;ufull_bar;True;True;False;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;True;True;False;False;NA;NA;NA;NA;NA;NA;True;True;NA;False;False;False;False;False;NA;False;True;True;False;True;False;False;False
J6NSVc43WrlPnnVHezz7dw;1;True;False;False;False;False;False;False;True;True;True;True;True;none;False;True;False;False;False;False;False;False;False;average;casual;NA;False;False;False;False;True;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
itBJOEqRwA_EdzxeO09nRA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
xxJxjVqFC__0AS4rAKCqEw;3;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
k4XoJ6zl8LN50n_24wOI4g;2;True;True;False;False;False;False;True;True;True;True;False;True;ufull_bar;False;True;False;True;False;False;False;False;False;average;casual;False;False;False;False;True;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
b6tHCNjygsQVVqM-zfBaJg;2;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
wBX1-btcISaag4VXR71UvA;1;True;False;False;False;False;False;True;NA;True;True;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
68jn0s0snbO5dhasLaVvDw;2;True;True;False;False;False;False;True;True;True;False;False;False;none;False;False;False;True;False;False;False;False;False;average;casual;True;False;False;False;False;False;False;True;False;False;True;True;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
svTDpnD6yj77h5iH9lDucw;1;True;True;False;False;False;False;NA;True;True;True;True;True;unone;True;False;False;True;False;False;False;False;False;quiet;casual;False;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
XwK40uSL_7a-18hcZwL4yA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
hroo5nOO8b9QhHX0GLg7oA;1;True;True;False;False;False;False;True;True;True;False;False;True;beer_and_wine;False;False;False;True;False;False;False;False;False;average;casual;False;False;False;False;True;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
szL4LjaGZpmsLjQ5ALmaQA;1;True;True;False;False;False;False;True;True;True;True;True;False;none;False;False;False;False;False;False;False;False;False;average;casual;False;False;False;False;False;False;False;False;NA;NA;False;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0dFtra07VyfI_pgjqK7HOw;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
M5tclVg-PSf-XbSRvUG-AA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jZ-z4dZJN2urRteCdmz5Og;2;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
cwQwLJMaTA2Zm0LfPx4diw;2;NA;False;False;False;True;False;False;True;True;False;False;True;unone;True;False;False;True;False;False;False;False;False;average;casual;True;NA;False;False;True;False;False;True;NA;NA;False;True;NA;False;False;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
zCmwErM82hdKl4L2UixDJw;2;True;False;True;False;False;False;True;True;True;True;False;True;ufull_bar;False;True;False;True;False;False;False;False;True;loud;casual;True;False;False;False;True;False;True;True;NA;NA;True;NA;NA;False;False;NA;False;False;NA;False;False;False;False;False;True;True;True;False;False;False;False;True;False
ZMEax9auuGMUPqxl2D3kLA;2;True;True;False;False;False;False;True;True;True;False;True;True;unone;True;False;True;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;False;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
82f4VkevEgZcPEyR2ToWgA;2;NA;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FCP5hYaTtn6dkpmZ_NTvEw;2;True;False;False;False;True;False;True;True;True;False;False;True;beer_and_wine;False;False;False;True;False;False;False;False;False;average;casual;False;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
D7e_2VZ2vcVhrhhgaIUluA;2;NA;True;False;False;False;False;True;True;True;False;True;True;none;False;True;False;True;False;False;False;False;False;average;casual;False;False;True;True;False;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-rWTAGqvub6JFyBeoG5ONg;1;True;False;True;False;False;False;True;True;True;True;NA;True;ufull_bar;False;True;True;True;False;False;False;False;False;average;casual;NA;True;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mR7tCPuk37W_CoFcNEI8rg;1;True;True;False;False;False;False;False;True;True;True;True;True;ubeer_and_wine;False;True;False;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;False;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
D3tXmFzqLD3mGzYnp5vp7w;1;True;True;False;False;False;False;True;True;True;True;True;True;ubeer_and_wine;False;False;False;True;False;False;False;False;False;average;casual;True;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
IFj5l46-o-DWiJNexOAm3w;1;True;True;False;False;False;False;True;True;True;True;True;True;unone;False;False;False;True;False;False;False;False;False;average;casual;True;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0HegKN321F0gfUcYqsLTxA;2;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jiwFt0i11UCJAieRcayHog;2;NA;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
oQkiJ1XwDtKmLuz0ZC0RLg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ab76MdF9T_tc7rJ3YprI9w;2;NA;False;True;False;False;False;True;NA;True;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3GJG2D4sBDscfH0rZgsbmQ;2;NA;False;True;False;False;False;True;True;True;False;True;True;ufull_bar;True;False;True;True;False;False;False;False;False;quiet;casual;True;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
aLMPefURoeWLDThyik_f6w;1;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
kxq3ufcwmvg6RakzYIMAsw;NA;True;True;False;False;False;False;True;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
UHPjDgiEHnTe7-MP-b2kyQ;2;True;True;False;False;False;False;True;False;True;True;False;True;ufull_bar;False;False;True;False;False;True;False;False;False;average;casual;True;False;False;False;True;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LglX92sujhfzVcvzLN-cQA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tv2Hut47uZ-gg8ui6e66FQ;1;True;False;False;False;False;False;True;True;True;True;False;True;unone;False;False;False;True;False;False;False;False;False;loud;casual;NA;False;False;False;False;False;False;True;NA;NA;False;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Z9LM42qQzrbneB8bn76Msw;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
qK9JvMiEqWaK3jS_q-sAdw;3;NA;False;True;False;False;False;NA;True;True;False;NA;True;ufull_bar;False;False;True;False;True;False;True;True;False;average;casual;True;False;NA;NA;NA;NA;NA;NA;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0Ve_CtvgUpIem78axHpvGQ;2;True;False;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1jmJ6wwlIsMozIx5_ld-3Q;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mrYbQKn5RzFQ0p_cqZ_FXg;2;True;False;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SAIrNOB4PtDA4gziNCucwg;3;True;True;False;False;False;False;True;False;True;False;False;True;ufull_bar;False;False;True;False;True;False;False;False;False;average;casual;False;False;False;False;True;False;True;False;False;False;True;NA;NA;NA;NA;NA;False;False;NA;False;False;False;False;False;True;False;True;True;False;True;False;False;False
oY1f7WwbWHGKmnXro3XM1Q;NA;NA;True;False;False;False;False;True;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
moZpwq1hNxC-uJRpfupOTA;2;True;True;False;False;False;True;True;True;True;True;True;True;full_bar;False;True;True;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;False;False;False;False;True;True;NA;NA;NA;False;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
OH0LxbsALqY9vk5dMKCZ3g;2;True;False;True;False;False;False;True;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
yQab5dxZzgBLTEHCw9V7_w;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
b0msQb_XuGypkChg1ijh5Q;2;True;False;True;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ut6SzbQZof4H0erA6lKm3Q;NA;True;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
